"","Beer Style","review_overall","review_aroma","review_appearance","review_palate","review_taste","beer_abv","inds","review_overall","review_aroma","review_appearance","review_palate","review_taste","beer_abv","inds"
"94","Furious","4.33660130718954","4.37459150326797","4.27165032679739","4.20057189542484","4.37990196078431","6.2","7","0.490148459361194","0.43554253321962","0.421155854468342","0.456630626173687","0.444688456762158","0","0"
"95","Girardin Gueuze 1882 (Black Label)","4.25757575757576","4.28354978354978","4.17640692640693","4.23701298701299","4.36688311688312","5","83","0.560539879301541","0.481445262620965","0.436593089759416","0.516111520684483","0.516670703036225","0","0"
"96","Gratitude","4.17447916666667","4.27864583333333","4.16145833333333","4.20572916666667","4.36979166666667","11.5","5","0.498190169101998","0.470837773535412","0.496030270919439","0.519885699865804","0.438612708664994","0","0"
"97","Great","4.16386554621849","4.47058823529412","3.89075630252101","4.20588235294118","4.5","14","5","0.474382934146726","0.397524744177391","0.509068873605869","0.580078036487123","0.436666882304686","0","0"
"98","Great Lakes Barrel-Aged Blackout Stout","4.28464419475655","4.36704119850187","4.12546816479401","4.22097378277154","4.45505617977528","9.5","132","0.470430298938941","0.478994727971115","0.522237869921075","0.566822520712405","0.45661666091751","0","0"
"99","Great Lakes Edmund Fitzgerald Porter","4.32972972972973","4.17807807807808","4.23603603603604","4.16696696696697","4.36906906906907","5.8","11","0.466728576293882","0.438494645345076","0.411112057352522","0.464537600417267","0.414909235510821","0","0"
"100","Guinness Special Export Stout (John Martin - Belgium)","4.15131578947368","4.13486842105263","4.375","4.19736842105263","4.29276315789474","8","72","0.501783157053606","0.460241783336342","0.403830992122541","0.54029025415166","0.509655379433974","0","0"
"101","Haandbakk","4.13428571428571","4.23428571428571","4.04","4.07142857142857","4.29142857142857","8.5","70","0.557572147356187","0.438088098749566","0.399137000073391","0.49338813879219","0.492105159173046","0","0"
"102","Heady Topper","4.62579957356077","4.66098081023454","4.16311300639659","4.40511727078891","4.60874200426439","8","56","0.361259149944498","0.346212562625701","0.490882371000968","0.428742243582145","0.360893234746397","0","0"
"103","Hop Rod Rye","4.21745948771563","4.20987976999477","4.29560899111343","4.22582331416623","4.34239414532148","8","15","0.48650021023181","0.436611184626974","0.452551527109336","0.440760758429839","0.455229857576701","0","0"
"104","Hunahpu's Imperial Stout","4.36596736596737","4.36946386946387","4.58741258741259","4.51165501165501","4.56410256410256","11.5","87","0.574055753632281","0.500443673924422","0.415730490890601","0.467249170408061","0.486949256330753","0","0"
"105","Imperial Eclipse Stout - Evan Williams Bourbon","4.24793388429752","4.29338842975207","4.0495867768595","4.16528925619835","4.35123966942149","9.5","87","0.433608727916794","0.431419273481935","0.444432965875648","0.497445263957361","0.385381997174954","0","0"
"106","Isabelle Proximus","4.43229166666667","4.48177083333333","4.19010416666667","4.43229166666667","4.55729166666667","7","173","0.534759287564974","0.438262860213176","0.388386364526469","0.449664165938476","0.417984391017632","0","0"
"107","Ivan The Terrible","4.29353233830846","4.29601990049751","4.31840796019901","4.17412935323383","4.37313432835821","10","132","0.425332764078909","0.485473047245663","0.47234463343656","0.531062485197438","0.424352008202709","0","0"
"108","J.W. Lees Vintage Harvest Ale","4.06580732700136","4.36635006784261","4.07937584803256","4.28900949796472","4.40502035278155","11.5","63","0.759950606804941","0.541843523962328","0.479337338226498","0.601109681417999","0.666911506472663","0","0"
"109","Knuckle Sandwich","4.328125","4.35","4.271875","4.21875","4.33125","10","56","0.535080300210124","0.491436093467161","0.395918147153276","0.468127206815633","0.537544791171604","0","0"
"110","Kriek De Ranke","4.23394495412844","4.26376146788991","4.25","4.18807339449541","4.3394495412844","7","77","0.473095538618848","0.421669468893485","0.443202630213959","0.400397215365311","0.423289368100894","0","0"
"111","Kuhnhenn Bourbon Barrel Barley Wine","4.15254237288136","4.41949152542373","3.9364406779661","4.16949152542373","4.34322033898305","14.5","63","0.564280324407984","0.466714003931775","0.517004067539635","0.531970771412274","0.474563013307911","0","0"
"112","Kuhnhenn Bourbon Barrel Fourth Dementia","4.47474747474747","4.55555555555556","3.94191919191919","4.34090909090909","4.63888888888889","13.5","116","0.458278268566481","0.429785030014793","0.579173534689408","0.507500275630124","0.376536146771004","0","0"
"113","Kuhnhenn Fourth Dementia (4D)","4.08774373259053","4.2966573816156","4.11838440111421","4.2075208913649","4.36350974930362","13.5","116","0.546666056856459","0.48195362690394","0.453781944264371","0.479436627001875","0.475112388103348","0","0"
"114","Kuhnhenn Raspberry Eisbock","4.21256684491979","4.52540106951872","3.95855614973262","4.35561497326203","4.47058823529412","13.5","62","0.653616328721408","0.515207576375664","0.498274826244294","0.515713432687725","0.578146410829055","0","0"
"115","La Fin Du Monde","4.29802658074909","4.23197744663713","4.19391864679823","4.26439790575916","4.39609343536045","9","26","0.540823502202071","0.479591969476708","0.453244268878287","0.485972767310815","0.478039958985","0","0"
"116","Lagunitas Sucks Holiday Ale","4.26018099547511","4.37669683257919","3.98303167420814","4.08597285067873","4.30542986425339","7.85","56","0.422118578305292","0.441677839354424","0.444474102754494","0.434438756644534","0.459880119264538","0","0"
"117","Lips Of Faith - Le Terroir","4.25","4.19542253521127","3.99119718309859","4.08978873239437","4.28345070422535","7.5","173","0.487475649477922","0.541245942854492","0.395326018152207","0.42642563767465","0.480842231899717","0","0"
"118","Live Oak HefeWeizen","4.56211180124224","4.3027950310559","4.2111801242236","4.25465838509317","4.39130434782609","5.2","170","0.534649167220739","0.471054641194426","0.45903783822752","0.520956502337983","0.543140894883117","0","0"
"119","Mango Mama","4.36057692307692","4.375","3.75480769230769","4.13942307692308","4.38461538461539","6","7","0.499789911053075","0.491431434046431","0.693223763268161","0.459298382028644","0.503534927736236","0","0"
"120","Masala Mama India Pale Ale","4.48867069486405","4.36858006042296","4.4070996978852","4.33232628398792","4.39728096676737","5.9","7","0.479007152409782","0.425308405066569","0.421682803081217","0.450899617696129","0.457770539108091","0","0"
"121","Matt","4.3030303030303","4.55151515151515","3.87575757575758","4.17272727272727","4.50606060606061","11.5","13","0.53447309846106","0.443875128095957","0.6256851381419","0.645468598579097","0.532446833449923","0","0"
"122","Melange No. 3","4.09090909090909","4.42272727272727","4.06363636363636","4.29545454545455","4.42272727272727","15.5","13","0.697905839255595","0.49393738987946","0.474627284525461","0.595454704620241","0.521053817662581","0","0"
"123","Mother Of All Storms","4.28185328185328","4.51930501930502","4.20656370656371","4.3976833976834","4.52316602316602","13.5","63","0.58708553060931","0.439800319839922","0.462546212645526","0.490366932849088","0.452645127958267","0","0"
"124","Myrcenary Double IPA","4.26283987915408","4.27945619335347","4.1238670694864","4.12839879154079","4.32175226586103","9.3","56","0.416089043914208","0.499697793867828","0.420754913729414","0.43097159914693","0.44032833371488","0","0"
"125","Nelson","4.37142857142857","4.43452380952381","4.15357142857143","4.16309523809524","4.35595238095238","7.08761904761905","7.0047619047619","0.463609226797934","0.499282073512118","0.428252381527938","0.463662848125065","0.450497256547261","0.179202816044634","0.0689241600171671"
"126","Oak Aged Dark Lord Imperial Stout","4.30281690140845","4.57746478873239","4.45774647887324","4.6056338028169","4.59154929577465","13","132","0.621590691302351","0.418100121403153","0.427316207210726","0.432832440658213","0.467450146429182","0","0"
"127","Odin's Tipple","4.20670391061453","4.25139664804469","4.33798882681564","4.20949720670391","4.31843575418994","11","132","0.507538426658694","0.401452075287632","0.484603834362619","0.52141690466967","0.432845056295437","0","0"
"128","Ola Dubh Special Reserve 30","4.19512195121951","4.26341463414634","4.14146341463415","4.23658536585366","4.36341463414634","8","116","0.520157979166226","0.447079903351594","0.463879426607238","0.527552663276274","0.462705226094735","0","0"
"129","Old Rasputin Russian Imperial Stout","4.17422050787528","4.19864995178399","4.37399549983928","4.23175827708132","4.34217293474767","9","132","0.547303381932829","0.447477506592171","0.430212030255462","0.503812564743761","0.492551239752481","0","0"
"130","Old Rasputin XI","4.15503875968992","4.2984496124031","4.3953488372093","4.1937984496124","4.35271317829457","11.6","132","0.491324937081815","0.498119039507004","0.466345577522097","0.556601284862043","0.406985395810588","0","0"
"131","Old Rasputin XII","4.14139941690962","4.34985422740525","4.33090379008746","4.13848396501458","4.34839650145773","11.2","132","0.569426017251114","0.444319220078866","0.431549702453087","0.534406846301305","0.504704818124433","0","0"
"132","Old Ruffian Barley Wine","4.07188498402556","4.23855165069223","4.31895633652822","4.23162939297125","4.28594249201278","10.2","5","0.561179996872143","0.447766823461611","0.425997609042858","0.489626513407857","0.504219340972598","0","0"
"133","Old Stock Cellar Reserve (Aged In Bourbon Barrels)","4.1952380952381","4.41904761904762","3.91904761904762","4.05952380952381","4.41666666666667","13.16","116","0.498779554029519","0.401097832711406","0.47735219423273","0.584921997748018","0.416706537167372","0","0"
"134","Older Viscosity","4.10166358595194","4.39833641404806","4.03049907578558","4.11367837338262","4.40850277264325","12","87","0.607680018706","0.45421585416139","0.593556083732768","0.711361214746937","0.519474248543376","0","0"
"135","Ommegang Rouge","4.2125","4.190625","4.06875","4.165625","4.35625","5.5","71","0.527692258325679","0.392026965283555","0.42146606956995","0.418600074071396","0.432149447129217","0","0"
"136","Oude Tart","4.26174496644295","4.22147651006711","4.05369127516779","4.17114093959732","4.30872483221477","7.5","71","0.470709257173344","0.345739270297107","0.372813171443474","0.437945958349025","0.470757423892035","0","0"
"137","Péché Mortel (Imperial Stout Au Cafe)","4.26842837273992","4.38004172461752","4.40020862308762","4.34248956884562","4.44784422809458","9.5","87","0.526861380716202","0.43551231838916","0.419538416050489","0.466761512886391","0.46039249624255","0","0"
"138","Pannepot","4.26567164179104","4.29179104477612","4.25671641791045","4.30970149253731","4.4134328358209","10","26","0.526162245094818","0.467485163183938","0.426766575768801","0.471912022624894","0.475056608187885","0","0"
"139","Pannepot Reserva","4.24031007751938","4.16085271317829","4.07945736434108","4.22868217054264","4.35077519379845","10","26","0.505228596386051","0.48348046046773","0.421324223476372","0.487220944527154","0.445491225228734","0","0"
"140","Parabola","4.4218487394958","4.3890756302521","4.28823529411765","4.39579831932773","4.5453781512605","12.5","132","0.422665834978618","0.432631505467367","0.422071305548857","0.473257028631045","0.412911951049868","0","0"
"141","Perkuno's Hammer Imperial Porter","4.16611842105263","4.28125","4.20394736842105","4.26315789473684","4.37335526315789","8","19","0.5755210574604","0.420996480155868","0.459068015402216","0.497343996540185","0.530813491238174","0","0"
"142","Pliny The Elder","4.59002770083103","4.61218836565097","4.38860308666403","4.45132568262762","4.63098535813217","8","56","0.455140733310419","0.396662939863836","0.405519992514974","0.447352137208224","0.415764111844258","0","0"
"143","Pliny The Younger","4.6","4.72377049180328","4.4827868852459","4.61229508196721","4.72459016393443","11","56","0.471520615983234","0.352577485384541","0.413382980018849","0.420254412907882","0.384919217296278","0","0"
"144","Portsmouth Kate The Great","4.54672897196262","4.43341121495327","4.36915887850467","4.52570093457944","4.61682242990654","12","132","0.539028140460069","0.477484184728143","0.467122581678974","0.527282125265419","0.473313296445113","0","0"
"145","Pure Hoppiness","4.35026737967914","4.36631016042781","4.21657754010695","4.20855614973262","4.35204991087344","8","56","0.419230715318138","0.419338897279493","0.399633378586382","0.451384636585195","0.420926152758278","0","0"
"146","Racer X","4.22641509433962","4.32075471698113","4.21540880503145","4.20440251572327","4.34276729559748","9","56","0.48380104237615","0.437886445343464","0.372537114596492","0.43763717625199","0.409425098128487","0","0"
"147","Rare Bourbon County Stout","4.54417670682731","4.65863453815261","4.26907630522088","4.59437751004016","4.76706827309237","13","87","0.485740440050447","0.370178334000784","0.493799813943677","0.435483271196681","0.344834929182799","0","0"
"148","Raspberry Tart","4.21800281293952","4.37060478199719","4.12376933895921","4.19409282700422","4.41561181434599","4.0014064697609","75.1322081575246","0.620891639628921","0.47113234877432","0.457501324821586","0.493214791756726","0.541823614639812","0.0375029300308675","3.52527542290154"
"149","Reality Czeck","4.53435114503817","4.13740458015267","4.19083969465649","4.34351145038168","4.41221374045802","4.8","31","0.496878098711795","0.438763275558542","0.47820986408116","0.456086907480989","0.520653864166287","0","0"
"150","Rodenbach Grand Cru","4.1134401972873","4.20838471023428","4.09494451294698","4.1288532675709","4.30702836004932","6","71","0.664406819679407","0.544084897118186","0.420448426841432","0.532620859221249","0.58642033796157","0","0"
"151","Rosso E Marrone","4.18217054263566","4.28682170542636","3.7906976744186","4.1046511627907","4.32558139534884","10","70","0.541042051912774","0.483215118529205","0.561449277047958","0.482807619735251","0.482713532699429","0","0"
"152","Saint Arnold Divine Reserve #5","4.25862068965517","4.32413793103448","4.41034482758621","4.37241379310345","4.39310344827586","10","132","0.549947750914241","0.465963139646881","0.447481243854458","0.466887263132221","0.497166299644209","0","0"
"153","Saison - Brett","4.31015452538631","4.27373068432671","4.37748344370861","4.21523178807947","4.31456953642384","8.5","134","0.45157857141097","0.426078525168174","0.407209180458965","0.405342913557587","0.430896988540921","0","0"
"154","Samuel Adams Utopias","4.06619718309859","4.45352112676056","4.19859154929577","4.24647887323944","4.46760563380282","27","13","0.744460457941434","0.583393294557214","0.509096063256532","0.614520847268455","0.564679462069788","0","0"
"155","Schneider Aventinus","4.23433385992628","4.26935229067931","4.17851500789889","4.19536598209584","4.38836229594523","8.2","171","0.549557457908726","0.46674234984276","0.478176755659938","0.488551341626313","0.50749535118604","0","0"
"156","Sculpin India Pale Ale","4.43786982248521","4.50480769230769","4.24445266272189","4.24815088757396","4.42418639053254","7","7","0.464331826625568","0.443489585653679","0.419684414030382","0.451574576606737","0.438251610932875","0","0"
"157","Silva Stout","4.39937106918239","4.42767295597484","4.30817610062893","4.28930817610063","4.44968553459119","10.1","87","0.427606949438785","0.405017885163071","0.452834749731561","0.465192378194438","0.394563404578359","0","0"
"158","Smuttynose Baltic Porter (Big Beer Series)","4.18846153846154","4.1448717948718","4.25512820512821","4.24487179487179","4.33717948717949","9","19","0.437326761655804","0.410544636657559","0.378960639170445","0.435756422343649","0.390803330034179","0","0"
"159","Southampton Grand Cru","4.20979020979021","4.23076923076923","4.21853146853147","4.23951048951049","4.34440559440559","9.5","23","0.634981937614605","0.473023981326086","0.457267947924671","0.522623380777399","0.534185883118394","0","0"
"160","Southampton Saison","4.33913043478261","4.23478260869565","4.27391304347826","4.20434782608696","4.33478260869565","6.5","134","0.461442371033369","0.387987040446635","0.430439790708139","0.438776469556494","0.384580764738917","0","0"
"161","St. Bernardus Abt 12","4.32792061344159","4.31844835363103","4.36220117275598","4.36829048263419","4.4871447902571","10","26","0.506100738582594","0.459396216490573","0.424143040396793","0.488607032848761","0.471614682850813","0","0"
"162","St. Bernardus Abt 12 (60th Anniversary ""Special Edition"")","4.3375","4.28333333333333","4.43541666666667","4.4125","4.43541666666667","11","26","0.476047622525451","0.458455353353117","0.397423492457408","0.486910248360166","0.451630974313713","0","0"
"163","Stone 10th Anniversary IPA","4.12384259259259","4.3275462962963","4.26388888888889","4.20833333333333","4.31134259259259","10","56","0.617089232880557","0.533999919779955","0.422446379487563","0.532581159463338","0.549993506176168","0","0"
"164","Stone Imperial Russian Stout","4.24431086303134","4.28982395878059","4.40382138256763","4.3847144697295","4.45191069128381","10.5","132","0.541446737906262","0.476180405176995","0.420917826754058","0.480637032143472","0.49465093971202","0","0"
"165","Stone IPA (India Pale Ale)","4.25766990291262","4.23864077669903","4.13572815533981","4.13825242718447","4.29708737864078","6.9","7","0.509728975404889","0.449512056409175","0.424260868180332","0.45260282219087","0.477027898455772","0","0"
"166","Stone Ruination IPA","4.1616124260355","4.34153106508876","4.17917899408284","4.18343195266272","4.35133136094675","7.7","56","0.541088422902732","0.454901395726278","0.432211093007293","0.473694928714604","0.497212059835288","0","0"
"167","Supplication","4.43162393162393","4.43162393162393","4.29154795821462","4.37701804368471","4.56600189933523","7","173","0.481182916490757","0.390691260101258","0.409598218266326","0.419718170716982","0.418401434572903","0","0"
"168","Temptation","4.38163972286374","4.34006928406466","4.26558891454965","4.31928406466513","4.44745958429561","7.31033487297921","172.100461893764","0.494616183997545","0.424127251930369","0.43197964741928","0.452313201784756","0.450894308630564","0.403073456617858","6.00945880775716"
"169","Ten FIDY","4.16541353383459","4.14112203585888","4.39676113360324","4.35049161364951","4.32041642567958","10.5","132","0.516056836184941","0.461833994477574","0.454734521622447","0.49976967040221","0.460216648467151","0","0"
"170","The Abyss","4.4507790368272","4.44334277620397","4.59348441926346","4.51310198300283","4.58817280453258","11","87","0.500056086903508","0.473588336202789","0.380849191640693","0.47061611479896","0.465897612447176","0","0"
"171","The Angel's Share - Bourbon Barrel-Aged","4.01310861423221","4.38857677902622","3.89887640449438","3.93913857677903","4.33520599250936","12.5","13","0.73240235369161","0.492191024311568","0.731288571847412","0.77577293507941","0.585147833890066","0","0"
"172","The Angel's Share Grand Cru","4.20588235294118","4.48529411764706","4.07352941176471","4.23529411764706","4.47058823529412","12","13","0.6613552735885","0.528662998614116","0.499490130248328","0.539094778276562","0.544202247511764","0","0"
"173","The Event Horizon","4.32882882882883","4.45945945945946","4.22522522522523","4.27927927927928","4.37387387387387","8.5","87","0.574042663505927","0.531443724614782","0.425006624219706","0.529513862316116","0.561930392278052","0","0"
"174","Thomas Hooker Liberator Doppelbock","4.23001949317739","4.13937621832359","4.23684210526316","4.26023391812866","4.29922027290448","8","54","0.59597887540732","0.507337952095496","0.488087955161449","0.557282699960656","0.549892901698328","0","0"
"175","Tröegs Nugget Nectar","4.39565217391304","4.37109974424552","4.21227621483376","4.19820971867008","4.41355498721228","7.5","4","0.478136652949432","0.447909471148879","0.423168200504376","0.447581773785354","0.433317398307505","0","0"
"176","Trappist Westvleteren 12","4.61792452830189","4.58333333333333","4.45400943396226","4.63325471698113","4.7185534591195","10.2","26","0.441112356144425","0.419964655763098","0.460953371748032","0.464018744595214","0.397911679216566","0","0"
"177","Trappist Westvleteren 8","4.51414427157001","4.42644978783593","4.41584158415842","4.4950495049505","4.55304101838755","8","22","0.45218787818033","0.468823174031704","0.416110709039862","0.462828894262756","0.440127720663459","0","0"
"178","Trappistes Rochefort 10","4.33940092165899","4.41866359447005","4.34493087557604","4.43087557603687","4.54354838709677","11.3","26","0.534551349994195","0.479354358897647","0.453747898288432","0.492746527947953","0.478025501990169","0","0"
"179","Trappistes Rochefort 8","4.23254324151185","4.24631646380525","4.23798846893017","4.24471492632928","4.36418962203716","9.2","22","0.546015170336821","0.487037959655545","0.45102254462985","0.524415974388394","0.498850087876388","0","0"
"180","Two Hearted Ale","4.32972873900293","4.26649560117302","4.15395894428153","4.13874633431085","4.31891495601173","7","7","0.51442663539858","0.484734964744567","0.436187286054393","0.464048332959069","0.495688779816094","0","0"
"181","Unibroue 10","4.28636363636364","4.23181818181818","4.17727272727273","4.32272727272727","4.4","10","23","0.535265907121036","0.462726625494598","0.431481146729865","0.457287393003386","0.458357658514905","0","0"
"182","Unibroue 11","4.20569620253165","4.18987341772152","4.12974683544304","4.23101265822785","4.34177215189873","11","23","0.564698631184741","0.46057149121993","0.486048606212781","0.571722383605174","0.535636437907699","0","0"
"183","Vanilla Bean Aged Dark Lord","4.47697368421053","4.71710526315789","4.45065789473684","4.67434210526316","4.71052631578947","13","132","0.598947243609482","0.401450402830014","0.413993107170811","0.423873139607013","0.479812034766602","0","0"
"184","Victory At Sea Coffee Vanilla Imperial Porter","4.18336483931947","4.29017013232514","4.28733459357278","4.234404536862","4.35444234404537","10","11","0.515321337279299","0.456868633496434","0.393664653513645","0.44897576499755","0.462191872157478","0","0"
"185","Weihenstephaner Hefeweissbier","4.51590106007067","4.29631499242807","4.38036345280162","4.28319030792529","4.42503785966684","5.4","170","0.466151835393029","0.466592580398783","0.447296106879195","0.467710001045235","0.46716322183863","0","0"
"186","Westmalle Trappist Tripel","4.20612813370474","4.19603064066852","4.30675487465181","4.25","4.30884401114206","9.5","26","0.552464275051286","0.492499402820212","0.460740562577353","0.506576952751735","0.526164003167184","0","0"
"187","White Rajah","4.39252336448598","4.52803738317757","4.1588785046729","4.14485981308411","4.35514018691589","6.8","7","0.400636506446938","0.368780343816669","0.463773137250832","0.394594046197233","0.445148617298744","0","0"
"188","Wisconsin Belgian Red","4.23668280871671","4.41222760290557","4.12167070217918","4.22760290556901","4.43401937046005","4","75","0.644302310839086","0.513321331474007","0.481817385790185","0.471246771554605","0.545120565691189","0","0"
"189","Zombie Dust","4.51272264631043","4.54325699745547","4.21501272264631","4.25826972010178","4.49236641221374","6.2","10","0.400689414712152","0.421866089605848","0.393121420642953","0.42718711968966","0.411806309845012","0","0"
